measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Global,Both,All ages,Prostate cancer,Number,2002,6088479.925512518,7288652.852592395,5016134.406136372
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2002,6100353.794727194,6250299.986094912,5915114.677256415
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2002,847080.561698773,872776.4757110847,820660.2173808453
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2002,385595.5895918232,409536.21829993784,362333.7021684261
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2002,133315.5364401812,136385.55657345353,130377.38850879147
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2002,172256.65447684887,181897.49039497,154673.65469566936
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2002,240579.11977846408,247047.24898072213,231945.5845959968
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2002,1223786.8525291227,1380684.4737922403,1090257.428617023
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2002,786948.1147152684,856725.9849741925,738998.0241832337
Prevalence,Global,Both,All ages,Testicular cancer,Number,2002,511056.84266451804,600800.6629981915,413219.93639893876
Prevalence,Global,Both,All ages,Kidney cancer,Number,2002,1074547.2092672063,1101327.4016985018,1048978.7368235344
Prevalence,Global,Both,All ages,Bladder cancer,Number,2002,1640634.8016506457,1677988.5972152299,1592554.230245815
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2002,611878.233828708,676838.6431834729,506646.3947949746
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2002,1054316.3767137143,1097435.7147123052,965253.2983466858
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2003,2014285.7532301606,2080569.6691912166,1944867.3283653941
Prevalence,Global,Both,All ages,Breast cancer,Number,2003,12295721.407934664,12812780.737214757,11857133.267802726
Prevalence,Global,Both,All ages,Cervical cancer,Number,2003,2061921.50443369,2298281.030646686,1840717.8974219759
Prevalence,Global,Both,All ages,Uterine cancer,Number,2003,1935725.0535865705,2007255.9133364991,1770935.9987478054
Prevalence,Global,Both,All ages,Prostate cancer,Number,2003,6353388.97159213,7605946.024232751,5269202.118619444
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2003,6373990.231707638,6534500.390267461,6165678.794369727
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2003,870299.2002630277,897296.6826075382,844981.5233474055
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2003,403103.8867653416,429231.5703379066,379715.92252009455
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2003,140289.6619845375,143728.37820854696,137031.99263963234
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2003,178907.8061812528,188800.48526815366,158662.5772696086
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2003,251570.03311115396,258643.3857832678,241501.06184892412
Prevalence,Global,Both,All ages,Esophageal cancer,Number,2007,818700.4546972446,878747.6430574912,611571.2160432579
Prevalence,Global,Both,All ages,Stomach cancer,Number,2007,2119209.307026754,2231866.883684236,2021276.6369540554
Prevalence,Global,Both,All ages,Liver cancer,Number,2007,523105.36752858374,543620.0800422358,502203.22034580057
Prevalence,Global,Both,All ages,Larynx cancer,Number,2007,890968.6595092345,925681.3973384494,857369.927162121
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2007,1970015.1518908588,2226439.6544996067,1749723.2537924333
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2007,882403.693096543,951289.536415684,827894.2504977015
Prevalence,Global,Both,All ages,Testicular cancer,Number,2007,594110.2867649191,692937.5622817905,494911.24261148047
Prevalence,Global,Both,All ages,Kidney cancer,Number,2007,1315488.5123847518,1348788.3883048415,1282073.3282166787
Prevalence,Global,Both,All ages,Bladder cancer,Number,2007,1949863.58518027,2000180.649278532,1886387.801160481
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2007,718835.819957684,771495.5095018942,592118.8060972064
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2007,1318388.9445427165,1363501.613344158,1191816.4223430674
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2007,2282636.6825880413,2358498.1188841914,2201326.82130965
Prevalence,Global,Both,All ages,Breast cancer,Number,2007,13831854.081576657,14399636.928080058,13316025.375195647
Prevalence,Global,Both,All ages,Cervical cancer,Number,2007,2234602.955279513,2431555.1298081665,1990576.2834448717
Prevalence,Global,Both,All ages,Uterine cancer,Number,2007,2276202.4858295033,2367552.7779468503,2028756.9029409953
Prevalence,Global,Both,All ages,Prostate cancer,Number,2007,7311216.079619646,9102785.170868818,6247119.903464389
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2007,7506174.610145232,7713931.620016973,7246969.585531688
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2007,971377.3088804127,1001682.0895833351,943674.8110181758
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2007,521886.05739203625,560575.923698907,488392.0655629531
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2007,165898.25787463732,169542.23988605136,162292.86022658317
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2007,198503.1563730436,209001.28381879706,171339.28110158403
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2007,292406.7494911705,301261.7060921508,278669.16584124294
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2006,1902774.8582267757,2145095.592202815,1695773.6384697622
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2006,859791.6353468883,928646.7188817344,808333.3500457127
Prevalence,Global,Both,All ages,Testicular cancer,Number,2006,570890.8451365863,663997.694856391,471907.32602406514
Prevalence,Global,Both,All ages,Kidney cancer,Number,2006,1265420.518123103,1296740.5419843341,1232977.862036842
Prevalence,Global,Both,All ages,Bladder cancer,Number,2006,1878440.6309192916,1925471.663748369,1815618.1260769342
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2006,689818.0443069708,747950.2829538102,572138.0140125365
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2006,1259035.069682117,1304881.3365688263,1140520.133563044
Prevalence,Global,Both,All ages,Esophageal cancer,Number,2006,813770.6320735097,875524.421262175,597173.4506913219
Prevalence,Global,Both,All ages,Stomach cancer,Number,2006,2069264.6113423577,2166768.2294674204,1971748.5563929977
Prevalence,Global,Both,All ages,Liver cancer,Number,2006,509253.77762100426,529823.724388419,489044.77037016803
Prevalence,Global,Both,All ages,Larynx cancer,Number,2006,869680.994754794,904637.5948604216,836682.6154175559
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2006,2194825.0199589785,2267723.2330007446,2116973.5190170007
Prevalence,Global,Both,All ages,Breast cancer,Number,2006,13392531.173427895,13943068.02551542,12906486.520797709
Prevalence,Global,Both,All ages,Cervical cancer,Number,2006,2191750.528509719,2406643.3836635174,1961865.7609358777
Prevalence,Global,Both,All ages,Uterine cancer,Number,2006,2179546.162460965,2266743.489408277,1956698.5476859557
Prevalence,Global,Both,All ages,Prostate cancer,Number,2006,7057929.239380161,8707310.18360663,5975677.177712603
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2006,7188561.049784857,7384116.666952419,6923904.365810837
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2006,939720.1352657223,968672.7453171721,912397.9505247935
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2006,478071.2449926929,511622.61080326897,450854.0715388258
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2006,157218.15895127636,160625.83541343894,153730.57705296454
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2006,193282.97528159135,203520.45088143946,167205.4314564376
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2006,280789.7345518375,289361.22459753416,267721.1941607664
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2009,2114605.139658929,2402727.290730679,1877126.7200902791
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2009,937116.5617459607,1007083.9419787985,877547.328998172
Prevalence,Global,Both,All ages,Testicular cancer,Number,2009,645960.4445941694,751782.8779909734,539969.8631212884
Prevalence,Global,Both,All ages,Kidney cancer,Number,2009,1431013.3846781992,1472390.7136932446,1393690.3447645153
Prevalence,Global,Both,All ages,Bladder cancer,Number,2009,2099770.7035016534,2161168.4501716164,2027015.5727690735
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2009,790805.716909023,850822.065692439,640083.4406570448
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2009,1445595.9005309413,1498335.0457118666,1299980.1824123987
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2008,2042391.663373964,2313045.112445203,1815175.1931197338
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2008,909482.5531521032,977865.5197067905,852216.2190414517
Prevalence,Global,Both,All ages,Testicular cancer,Number,2008,619161.0550994612,719190.9953584415,517033.74932519736
Prevalence,Global,Both,All ages,Kidney cancer,Number,2008,1377002.925497106,1415065.13014146,1341149.9589610912
Prevalence,Global,Both,All ages,Bladder cancer,Number,2008,2025313.5438277724,2081878.0915985173,1954891.6893859943
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2008,755158.1692219746,812956.6504753703,617772.7709510581
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2008,1386647.3903112016,1438674.992728906,1244821.6623015315
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2010,2193045.9042387954,2502336.9354813364,1941442.307200508
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2010,950867.0717432215,1023110.6709220434,888453.3325739118
Prevalence,Global,Both,All ages,Testicular cancer,Number,2010,666105.409101268,778616.2299250932,553481.520549357
Prevalence,Global,Both,All ages,Kidney cancer,Number,2010,1480527.1309184695,1525684.2826820395,1439117.1541182946
Prevalence,Global,Both,All ages,Bladder cancer,Number,2010,2168938.3320275727,2240028.6155624106,2090077.595366843
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2010,821670.3677629386,883508.4998709692,663975.6231621224
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2010,1496364.415161973,1549790.4339519227,1342408.4403765844
Prevalence,Global,Both,All ages,Esophageal cancer,Number,2009,830812.0877374692,887052.0286490658,657527.9647739183
Prevalence,Global,Both,All ages,Stomach cancer,Number,2009,2244338.5415731003,2364786.373551168,2122685.027852271
Prevalence,Global,Both,All ages,Liver cancer,Number,2009,555112.2715040677,580160.5087350183,530286.930753306
Prevalence,Global,Both,All ages,Larynx cancer,Number,2009,938764.3955638723,977470.1957132665,903265.1589955634
Prevalence,Global,Both,All ages,Esophageal cancer,Number,2008,825253.8610730458,882819.392420661,638145.8204457476
Prevalence,Global,Both,All ages,Stomach cancer,Number,2008,2184971.471916265,2301345.240410074,2079718.1607152848
Prevalence,Global,Both,All ages,Liver cancer,Number,2008,538666.2397573693,560040.0992429799,516204.2333860075
Prevalence,Global,Both,All ages,Larynx cancer,Number,2008,914991.1629883475,950884.9720522861,881296.5752158432
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2009,2481956.5965170027,2565948.286335287,2382059.9833393167
Prevalence,Global,Both,All ages,Breast cancer,Number,2009,14764607.34481709,15435918.665439267,14188977.683034629
Prevalence,Global,Both,All ages,Cervical cancer,Number,2009,2349807.889559574,2523561.9225565344,2086236.2537348347
Prevalence,Global,Both,All ages,Uterine cancer,Number,2009,2524192.5169008006,2634998.0431236103,2229686.446757465
Prevalence,Global,Both,All ages,Prostate cancer,Number,2009,7834760.840495619,9921695.230645886,6810496.966744035
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2009,8165987.5909377895,8412783.640662242,7866424.836945933
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2009,1042358.8045795369,1075541.424716072,1009864.9147925948
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2009,615952.3529794789,664984.0291023751,574786.4548413375
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2009,187144.3670625474,190902.47968482797,182995.9406690934
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2009,207709.9657051903,218944.55561653306,178595.3895908039
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2009,317627.9846395316,327804.425617509,301590.1029336867
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2008,2387498.4570098487,2466399.9518005666,2301408.661266039
Prevalence,Global,Both,All ages,Breast cancer,Number,2008,14301720.715538181,14907849.83330542,13760423.337469382
Prevalence,Global,Both,All ages,Cervical cancer,Number,2008,2290982.796677762,2505124.8951644236,2039528.123242992
Prevalence,Global,Both,All ages,Uterine cancer,Number,2008,2411062.8691236256,2512026.211900159,2132797.3727136245
Prevalence,Global,Both,All ages,Prostate cancer,Number,2008,7577845.16747245,9513368.642940205,6531400.34799292
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2008,7842103.588459681,8070905.409483099,7558950.511985048
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2008,1007058.8346407763,1041615.275832486,976374.5006147239
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2008,569530.0330921769,614694.0449316077,531387.2823912288
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2008,177399.88812828224,181050.2536561439,173416.1712789481
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2008,203527.9871446097,214542.68318294015,175135.52490441027
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2008,305542.0818432416,315175.98993682547,291368.2414834427
Prevalence,Global,Both,All ages,Esophageal cancer,Number,2010,838261.1685467546,894423.3244393382,686404.2011869443
Prevalence,Global,Both,All ages,Stomach cancer,Number,2010,2307082.213517229,2438030.8852543705,2167290.7501658867
Prevalence,Global,Both,All ages,Liver cancer,Number,2010,571050.9354065527,599239.3337209225,542404.2029710959
Prevalence,Global,Both,All ages,Larynx cancer,Number,2010,963284.9833282044,1005073.1634170501,924234.0787653486
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2010,2557647.481621421,2653705.9450285467,2451258.064073714
Prevalence,Global,Both,All ages,Breast cancer,Number,2010,15198506.648765847,15914029.839189302,14571995.221118612
Prevalence,Global,Both,All ages,Cervical cancer,Number,2010,2409890.35497122,2563466.323949724,2113161.03059834
Prevalence,Global,Both,All ages,Uterine cancer,Number,2010,2628085.69567373,2750433.419318821,2322616.683910029
Prevalence,Global,Both,All ages,Prostate cancer,Number,2010,8075964.325182278,10313767.406886403,7082077.854806131
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2010,8456626.526781652,8738709.762129948,8128243.2090357905
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2010,1077728.4580698367,1116914.8427056477,1042211.8173795118
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2010,660318.768695197,715959.6347275437,611492.6085542318
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2010,197297.34302256614,201760.45041172608,192771.26344365213
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2010,212217.63968711498,223588.21558424912,182374.52729500213
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2010,329826.58774477185,341831.04776880343,313174.8306793848
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2013,2733697.410014988,2856705.3867797153,2605929.001945528
Prevalence,Global,Both,All ages,Breast cancer,Number,2013,16442469.820933973,17159805.783383086,15766302.089323988
Prevalence,Global,Both,All ages,Cervical cancer,Number,2013,2560554.8531009834,2752841.7980816574,2203808.6414720323
Prevalence,Global,Both,All ages,Uterine cancer,Number,2013,2828630.874052431,2946025.3521501287,2576820.894530277
Prevalence,Global,Both,All ages,Prostate cancer,Number,2013,8796711.441137196,11441994.093693845,7884064.159815608
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2013,9265351.566091778,9550888.849485474,8901224.295903053
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2013,1180207.6197203072,1234055.4469636527,1135952.4164155126
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2013,736680.818168836,804206.643922962,678976.11374415
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2013,220746.34047444307,225922.6813865079,214891.38819050227
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2013,224171.30011474964,237736.81125942265,191558.73685060392
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2013,362627.6241269997,377287.7891439799,342980.0856427811
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2012,2374086.827508536,2690151.945453211,2096292.274825063
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2012,997086.4326095238,1075617.5665876297,923472.6477710633
Prevalence,Global,Both,All ages,Testicular cancer,Number,2012,693978.1549654432,812754.1121995973,576836.2112296527
Prevalence,Global,Both,All ages,Kidney cancer,Number,2012,1552251.2834320432,1598287.060052697,1507369.4591202089
Prevalence,Global,Both,All ages,Bladder cancer,Number,2012,2302942.6281643896,2369905.0253373687,2221220.9155011936
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2012,871194.9823254144,935158.5902231376,693527.2911469071
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2012,1545617.9112070298,1608988.0647458355,1395402.1860190288
Prevalence,Global,Both,All ages,Esophageal cancer,Number,2013,835747.0528079653,893722.4603241906,728924.5007484908
Prevalence,Global,Both,All ages,Stomach cancer,Number,2013,2368694.401685954,2532977.521156458,2219755.616628072
Prevalence,Global,Both,All ages,Liver cancer,Number,2013,621892.1703505269,647385.4168819841,592821.8586196628
Prevalence,Global,Both,All ages,Larynx cancer,Number,2013,1036865.5068296109,1080621.7380864804,997928.4597411738
Prevalence,Global,Both,All ages,Esophageal cancer,Number,2012,835754.830304907,894396.0600080141,718834.1734706344
Prevalence,Global,Both,All ages,Stomach cancer,Number,2012,2352667.1062385067,2496382.9080751725,2209683.002148261
Prevalence,Global,Both,All ages,Liver cancer,Number,2012,604199.0243680065,629434.2351249704,576992.6487485033
Prevalence,Global,Both,All ages,Larynx cancer,Number,2012,1012209.6861596203,1052481.6406650646,975991.0053026024
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2013,2479405.180743829,2807597.09473449,2183781.9351620967
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2013,1023690.370157606,1101935.2937874084,950848.4112274173
Prevalence,Global,Both,All ages,Testicular cancer,Number,2013,711655.3360172235,832072.306258056,591952.9884425562
Prevalence,Global,Both,All ages,Kidney cancer,Number,2013,1590257.8428177706,1640041.1265792777,1544120.9184924373
Prevalence,Global,Both,All ages,Bladder cancer,Number,2013,2372233.2372720116,2438957.331581282,2280728.176718407
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2013,898433.6882915861,962403.7691723156,705479.2164198845
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2013,1574153.412543596,1638367.4087100667,1428309.6472555145
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2012,2676417.538723915,2779949.7078860505,2554114.8885679333
Prevalence,Global,Both,All ages,Breast cancer,Number,2012,16019379.085377375,16746866.718188062,15362583.96635885
Prevalence,Global,Both,All ages,Cervical cancer,Number,2012,2497500.7560458584,2662829.0270140995,2178415.2974116984
Prevalence,Global,Both,All ages,Uterine cancer,Number,2012,2767282.6011853917,2892349.3867334058,2499162.451106861
Prevalence,Global,Both,All ages,Prostate cancer,Number,2012,8545839.51446296,11039466.061395902,7635181.602384635
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2012,8991773.734135238,9264687.266708696,8656215.874390626
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2012,1146731.4597415067,1188426.7179594717,1107141.5700352758
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2012,708710.939660799,767661.6322972272,652635.7223430353
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2012,212034.3961185119,217062.88462798722,206845.01605535898
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2012,220131.98071793935,232205.54300236225,188640.00959230686
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2012,351763.92653985,364850.1874920497,332430.3359199766
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2011,2275919.114661539,2593246.7189695933,2011526.0785508547
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2011,973401.2944236271,1048122.7890834868,907454.9920880883
Prevalence,Global,Both,All ages,Testicular cancer,Number,2011,679296.3580270903,796213.4527255566,563966.8345363243
Prevalence,Global,Both,All ages,Kidney cancer,Number,2011,1516788.6766485074,1562713.044512384,1474303.9430002961
Prevalence,Global,Both,All ages,Bladder cancer,Number,2011,2234337.2630437305,2298406.0768628656,2156678.008611803
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2011,846617.671438149,910651.4900271803,680123.375439398
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2011,1525579.6127614852,1583082.514709099,1370232.7055811607
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2011,2621406.440831236,2725345.2555347676,2506761.185243874
Prevalence,Global,Both,All ages,Breast cancer,Number,2011,15607526.76234501,16303341.45948747,14985586.861872124
Prevalence,Global,Both,All ages,Cervical cancer,Number,2011,2460345.359575465,2634404.550412679,2157679.0385380085
Prevalence,Global,Both,All ages,Uterine cancer,Number,2011,2713217.69649885,2843839.0587215554,2414377.950168816
Prevalence,Global,Both,All ages,Prostate cancer,Number,2011,8302248.096386008,10657854.573704218,7345141.81557056
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2011,8722002.966207828,8991221.90824416,8389870.086673602
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2011,1111883.6674413125,1153119.1508020537,1074168.446104217
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2011,686567.7026561868,748561.3085566997,633846.5322061001
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2011,205171.70870921208,209900.80883184556,200351.63777088918
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2011,216564.41434455337,228614.42147126445,185318.967038637
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2011,340924.492694564,353905.5314052353,323418.7857077636
Prevalence,Global,Both,All ages,Esophageal cancer,Number,2011,836788.7231440915,894645.9666142848,694599.2728390318
Prevalence,Global,Both,All ages,Stomach cancer,Number,2011,2333250.717803542,2466206.649102026,2193350.3802093132
Prevalence,Global,Both,All ages,Liver cancer,Number,2011,587080.1223006252,613953.969378496,559686.0324788133
Prevalence,Global,Both,All ages,Larynx cancer,Number,2011,987116.7249205195,1026816.7779767624,949836.8889011531
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2015,2678070.565989188,3034565.3796108537,2351462.6121240943
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2015,1072275.2328117744,1150389.1287765857,981622.3488646316
Prevalence,Global,Both,All ages,Testicular cancer,Number,2015,752751.0483355356,875414.5389833391,634445.4675290891
Prevalence,Global,Both,All ages,Kidney cancer,Number,2015,1673873.2009959158,1733666.3928140006,1620276.8599784218
Prevalence,Global,Both,All ages,Bladder cancer,Number,2015,2517585.0658584363,2611315.8156538093,2410082.7720606085
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2015,959959.3748750371,1035290.354104925,738932.2303366436
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2015,1638598.278127036,1717513.1790181932,1504268.9732619685
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2014,2579698.271229474,2921833.564709869,2274707.587936826
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2014,1054442.7562976785,1135611.438245855,970647.5793345466
Prevalence,Global,Both,All ages,Testicular cancer,Number,2014,732462.7662548759,852087.3100675686,611887.598173494
Prevalence,Global,Both,All ages,Kidney cancer,Number,2014,1625566.8102352652,1676026.7689579956,1575253.922433181
Prevalence,Global,Both,All ages,Bladder cancer,Number,2014,2443872.7735898322,2519429.517654438,2345925.6546202963
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2014,931752.3870276505,1004372.2158859976,724384.6656662707
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2014,1600188.8515558266,1668552.9871366557,1471200.3088156057
Prevalence,Global,Both,All ages,Esophageal cancer,Number,2015,853083.6731486056,915204.5067311877,764618.7704590796
Prevalence,Global,Both,All ages,Stomach cancer,Number,2015,2436787.942107351,2613692.891279572,2258942.336715511
Prevalence,Global,Both,All ages,Liver cancer,Number,2015,658794.596840626,696299.8411307306,620257.4226745502
Prevalence,Global,Both,All ages,Larynx cancer,Number,2015,1089681.4567922917,1141518.8083070684,1040815.113532523
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2015,2867126.7651208667,3001295.8583543296,2721084.531374433
Prevalence,Global,Both,All ages,Breast cancer,Number,2015,17307887.156021312,18140731.93105365,16530753.77705979
Prevalence,Global,Both,All ages,Cervical cancer,Number,2015,2693697.605893411,2913704.126051239,2280844.0130839515
Prevalence,Global,Both,All ages,Uterine cancer,Number,2015,2973743.7933200886,3111339.7884929124,2793659.1677659424
Prevalence,Global,Both,All ages,Prostate cancer,Number,2015,9345324.746593168,12295031.570778178,8509777.02579383
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2015,9843151.794828488,10224837.53299904,9368217.88980313
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2015,1247992.7762638615,1303725.8389029063,1190653.9781874197
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2015,812697.0189644292,893791.7847357526,737388.4252685559
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2015,239978.2392005169,245938.06022627946,233098.48495648874
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2015,233045.6201307531,247885.42792275862,199606.00717651707
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2015,387563.23847150436,403104.3671426807,365636.48395257903
Prevalence,Global,Both,All ages,Esophageal cancer,Number,2014,842851.8580960035,899417.558801736,744206.1700681661
Prevalence,Global,Both,All ages,Stomach cancer,Number,2014,2407824.848270203,2569315.8072038116,2239660.6196380784
Prevalence,Global,Both,All ages,Liver cancer,Number,2014,640174.1315122291,669840.588751726,606159.863793188
Prevalence,Global,Both,All ages,Larynx cancer,Number,2014,1062220.0065722042,1105748.1160451265,1020565.6840548791
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2014,2796672.7179609044,2915171.468935102,2656864.1559559284
Prevalence,Global,Both,All ages,Breast cancer,Number,2014,16871073.9149315,17647296.2988551,16142762.40804836
Prevalence,Global,Both,All ages,Cervical cancer,Number,2014,2628396.7862794353,2830576.706867979,2231613.2978225905
Prevalence,Global,Both,All ages,Uterine cancer,Number,2014,2886093.631747986,3022053.653067908,2682328.6638894523
Prevalence,Global,Both,All ages,Prostate cancer,Number,2014,9060006.634893417,11846501.108562473,8169522.526801615
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2014,9548554.49219858,9872809.309581645,9157985.980756769
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2014,1207444.2969201151,1257956.3414352464,1156029.8010265764
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2014,780082.9426199227,854559.5874646425,716118.7240783502
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2014,229427.53906356453,235045.77893359365,223214.02587393418
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2014,227838.5420314139,241295.49454962197,193933.11702238317
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2014,373407.81017505866,388288.03465564374,352413.7849040651
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2017,2873677.7868208117,3290422.5757057574,2527649.53955739
